74037 silly lifecycle is-arrayish@0.2.1~preinstall: no script for preinstall, continuing
82212 info lifecycle first-chunk-stream@1.0.0~postinstall: first-chunk-stream@1.0.0
82213 silly lifecycle first-chunk-stream@1.0.0~postinstall: no script for postinstall, continuing
82214 silly postinstall flagged-respawn@0.3.2 F:\taoaixin\node_modules\.staging\flagged-respawn-04744130
82215 info lifecycle flagged-respawn@0.3.2~postinstall: flagged-respawn@0.3.2
82216 silly lifecycle flagged-respawn@0.3.2~postinstall: no script for postinstall, continuing
82217 silly postinstall flatten@1.0.2 F:\taoaixin\node_modules\.staging\flatten-d676400e
82218 info lifecycle flatten@1.0.2~postinstall: flatten@1.0.2
82219 silly lifecycle flatten@1.0.2~postinstall: no script for postinstall, continuing
82220 silly postinstall for-in@0.1.6 F:\taoaixin\node_modules\.staging\for-in-e0302701
82221 info lifecycle for-in@0.1.6~postinstall: for-in@0.1.6
82222 silly lifecycle for-in@0.1.6~postinstall: no script for postinstall, continuing
82223 silly postinstall for-own@0.1.4 F:\taoaixin\node_modules\.staging\for-own-21b2cf47
82224 info lifecycle for-own@0.1.4~postinstall: for-own@0.1.4
82225 silly lifecycle for-own@0.1.4~postinstall: no script for postinstall, continuing
82226 silly postinstall forever-agent@0.6.1 F:\taoaixin\node_modules\.staging\forever-agent-bf7f7a3e
82227 info lifecycle forever-agent@0.6.1~postinstall: forever-agent@0.6.1
82228 silly lifecycle forever-agent@0.6.1~postinstall: no script for postinstall, continuing
82229 silly postinstall fork-stream@0.0.4 F:\taoaixin\node_modules\.staging\fork-stream-4e8b36d2
82230 info lifecycle fork-stream@0.0.4~postinstall: fork-stream@0.0.4
82231 silly lifecycle fork-stream@0.0.4~postinstall: no script for postinstall, continuing
82232 silly postinstall fs-exists-sync@0.1.0 F:\taoaixin\node_modules\.staging\fs-exists-sync-cc7409f3
82233 info lifecycle fs-exists-sync@0.1.0~postinstall: fs-exists-sync@0.1.0
82234 silly lifecycle fs-exists-sync@0.1.0~postinstall: no script for postinstall, continuing
82235 silly postinstall detect-file@0.1.0 F:\taoaixin\node_modules\.staging\detect-file-472348b1
82236 info lifecycle detect-file@0.1.0~postinstall: detect-file@0.1.0
82237 silly lifecycle detect-file@0.1.0~postinstall: no script for postinstall, continuing
82238 silly postinstall fs.realpath@1.0.0 F:\taoaixin\node_modules\.staging\fs.realpath-383ee7e9
82239 info lifecycle fs.realpath@1.0.0~postinstall: fs.realpath@1.0.0
82240 silly lifecycle fs.realpath@1.0.0~postinstall: no script for postinstall, continuing
82241 silly postinstall function-bind@1.1.0 F:\taoaixin\node_modules\.staging\function-bind-a70dfc35
82242 info lifecycle function-bind@1.1.0~postinstall: function-bind@1.1.0
82243 silly lifecycle function-bind@1.1.0~postinstall: no script for postinstall, continuing
82244 silly postinstall object-assign@4.1.0 F:\taoaixin\node_modules\.staging\object-assign-4e55dd0b
82245 info lifecycle object-assign@4.1.0~postinstall: object-assign@4.1.0
82246 silly lifecycle object-assign@4.1.0~postinstall: no script for postinstall, continuing
82247 silly postinstall generate-function@2.0.0 F:\taoaixin\node_modules\.staging\generate-function-7e5e303d
82248 info lifecycle generate-function@2.0.0~postinstall: generate-function@2.0.0
82249 silly lifecycle generate-function@2.0.0~postinstall: no script for postinstall, continuing
82250 silly postinstall get-caller-file@1.0.2 F:\taoaixin\node_modules\.staging\get-caller-file-1bbba904
82251 info lifecycle get-caller-file@1.0.2~postinstall: get-caller-file@1.0.2
82252 silly lifecycle get-caller-file@1.0.2~postinstall: no script for postinstall, continuing
82253 silly postinstall get-stdin@4.0.1 F:\taoaixin\node_modules\.staging\get-stdin-4c43d5ea
82254 info lifecycle get-stdin@4.0.1~postinstall: get-stdin@4.0.1
82255 silly lifecycle get-stdin@4.0.1~postinstall: no script for postinstall, continuing
82256 silly postinstall assert-plus@1.0.0 F:\taoaixin\node_modules\.staging\assert-plus-1e84b156
82257 info lifecycle assert-plus@1.0.0~postinstall: assert-plus@1.0.0
82258 silly lifecycle assert-plus@1.0.0~postinstall: no script for postinstall, continuing
82259 silly postinstall getpass@0.1.6 F:\taoaixin\node_modules\.staging\getpass-d1478a0d
82260 info lifecycle getpass@0.1.6~postinstall: getpass@0.1.6
82261 silly lifecycle getpass@0.1.6~postinstall: no script for postinstall, continuing
82262 silly postinstall glob2base@0.0.12 F:\taoaixin\node_modules\.staging\glob2base-40b0b1f6
82263 info lifecycle glob2base@0.0.12~postinstall: glob2base@0.0.12
82264 silly lifecycle glob2base@0.0.12~postinstall: no script for postinstall, continuing
82265 silly postinstall minimatch@3.0.3 F:\taoaixin\node_modules\.staging\minimatch-59a69755
82266 info lifecycle minimatch@3.0.3~postinstall: minimatch@3.0.3
82267 silly lifecycle minimatch@3.0.3~postinstall: no script for postinstall, continuing
82268 silly postinstall object-assign@4.1.0 F:\taoaixin\node_modules\.staging\object-assign-b538c929
82269 info lifecycle object-assign@4.1.0~postinstall: object-assign@4.1.0
82270 silly lifecycle object-assign@4.1.0~postinstall: no script for postinstall, continuing
82271 silly postinstall graceful-fs@1.2.3 F:\taoaixin\node_modules\.staging\graceful-fs-fb2abe38
82272 info lifecycle graceful-fs@1.2.3~postinstall: graceful-fs@1.2.3
82273 silly lifecycle graceful-fs@1.2.3~postinstall: no script for postinstall, continuing
82274 silly postinstall inherits@1.0.2 F:\taoaixin\node_modules\.staging\inherits-01a3f120
82275 info lifecycle inherits@1.0.2~postinstall: inherits@1.0.2
82276 silly lifecycle inherits@1.0.2~postinstall: no script for postinstall, continuing
82277 silly postinstall lodash@1.0.2 F:\taoaixin\node_modules\.staging\lodash-57e61177
82278 info lifecycle lodash@1.0.2~postinstall: lodash@1.0.2
82279 silly lifecycle lodash@1.0.2~postinstall: no script for postinstall, continuing
82280 silly postinstall graceful-fs@4.1.11 F:\taoaixin\node_modules\.staging\graceful-fs-aafcbb92
82281 info lifecycle graceful-fs@4.1.11~postinstall: graceful-fs@4.1.11
82282 silly lifecycle graceful-fs@4.1.11~postinstall: no script for postinstall, continuing
82283 silly postinstall graceful-readlink@1.0.1 F:\taoaixin\node_modules\.staging\graceful-readlink-92b3792b
82284 info lifecycle graceful-readlink@1.0.1~postinstall: graceful-readlink@1.0.1
82285 silly lifecycle graceful-readlink@1.0.1~postinstall: no script for postinstall, continuing
82286 silly postinstall commander@2.8.1 F:\taoaixin\node_modules\.staging\commander-74210b9e
82287 info lifecycle commander@2.8.1~postinstall: commander@2.8.1
82288 silly lifecycle commander@2.8.1~postinstall: no script for postinstall, continuing
82289 silly postinstall clean-css@3.4.22 F:\taoaixin\node_modules\.staging\clean-css-43a0fa3f
82290 info lifecycle clean-css@3.4.22~postinstall: clean-css@3.4.22
82291 silly lifecycle clean-css@3.4.22~postinstall: no script for postinstall, continuing
82292 silly postinstall commander@2.9.0 F:\taoaixin\node_modules\.staging\commander-ca514c19
82293 info lifecycle commander@2.9.0~postinstall: commander@2.9.0
82294 silly lifecycle commander@2.9.0~postinstall: no script for postinstall, continuing
82295 silly postinstall growly@1.3.0 F:\taoaixin\node_modules\.staging\growly-9fc660ae
82296 info lifecycle growly@1.3.0~postinstall: growly@1.3.0
82297 silly lifecycle growly@1.3.0~postinstall: no script for postinstall, continuing
82298 silly postinstall clone-stats@1.0.0 F:\taoaixin\node_modules\.staging\clone-stats-c40ab4d2
82299 info lifecycle clone-stats@1.0.0~postinstall: clone-stats@1.0.0
82300 silly lifecycle clone-stats@1.0.0~postinstall: no script for postinstall, continuing
82301 silly postinstall replace-ext@1.0.0 F:\taoaixin\node_modules\.staging\replace-ext-bdf769e0
82302 info lifecycle replace-ext@1.0.0~postinstall: replace-ext@1.0.0
82303 silly lifecycle replace-ext@1.0.0~postinstall: no script for postinstall, continuing
82304 silly postinstall object-assign@4.1.0 F:\taoaixin\node_modules\.staging\object-assign-f115cc67
82305 info lifecycle object-assign@4.1.0~postinstall: object-assign@4.1.0
82306 silly lifecycle object-assign@4.1.0~postinstall: no script for postinstall, continuing
82307 silly postinstall minimatch@3.0.3 F:\taoaixin\node_modules\.staging\minimatch-2125e068
82308 info lifecycle minimatch@3.0.3~postinstall: minimatch@3.0.3
82309 silly lifecycle minimatch@3.0.3~postinstall: no script for postinstall, continuing
82310 silly postinstall gulp-match@1.0.3 F:\taoaixin\node_modules\.staging\gulp-match-c8f6f9e0
82311 info lifecycle gulp-match@1.0.3~postinstall: gulp-match@1.0.3
82312 silly lifecycle gulp-match@1.0.3~postinstall: no script for postinstall, continuing
82313 silly postinstall isarray@1.0.0 F:\taoaixin\node_modules\.staging\isarray-218c8912
82314 info lifecycle isarray@1.0.0~postinstall: isarray@1.0.0
82315 silly lifecycle isarray@1.0.0~postinstall: no script for postinstall, continuing
82316 silly postinstall object-assign@4.1.0 F:\taoaixin\node_modules\.staging\object-assign-5153fe16
82317 info lifecycle object-assign@4.1.0~postinstall: object-assign@4.1.0
82318 silly lifecycle object-assign@4.1.0~postinstall: no script for postinstall, continuing
82319 silly postinstall gulp-rename@1.2.2 F:\taoaixin\node_modules\.staging\gulp-rename-ac88d13c
82320 info lifecycle gulp-rename@1.2.2~postinstall: gulp-rename@1.2.2
82321 silly lifecycle gulp-rename@1.2.2~postinstall: no script for postinstall, continuing
82322 silly postinstall object-assign@4.1.0 F:\taoaixin\node_modules\.staging\object-assign-9ade0509
82323 info lifecycle object-assign@4.1.0~postinstall: object-assign@4.1.0
82324 silly lifecycle object-assign@4.1.0~postinstall: no script for postinstall, continuing
82325 silly postinstall lodash.clonedeep@4.5.0 F:\taoaixin\node_modules\.staging\lodash.clonedeep-3ca7e8b9
82326 info lifecycle lodash.clonedeep@4.5.0~postinstall: lodash.clonedeep@4.5.0
82327 silly lifecycle lodash.clonedeep@4.5.0~postinstall: no script for postinstall, continuing
82328 silly postinstall async@1.5.2 F:\taoaixin\node_modules\.staging\async-e15aaaf6
82329 info lifecycle async@1.5.2~postinstall: async@1.5.2
82330 silly lifecycle async@1.5.2~postinstall: no script for postinstall, continuing
82331 silly postinstall strip-bom@3.0.0 F:\taoaixin\node_modules\.staging\strip-bom-c0b15503
82332 info lifecycle strip-bom@3.0.0~postinstall: strip-bom@3.0.0
82333 silly lifecycle strip-bom@3.0.0~postinstall: no script for postinstall, continuing
82334 silly postinstall commander@2.9.0 F:\taoaixin\node_modules\.staging\commander-b897794e
82335 info lifecycle commander@2.9.0~postinstall: commander@2.9.0
82336 silly lifecycle commander@2.9.0~postinstall: no script for postinstall, continuing
82337 silly postinstall has@1.0.1 F:\taoaixin\node_modules\.staging\has-e63be748
82338 info lifecycle has@1.0.1~postinstall: has@1.0.1
82339 silly lifecycle has@1.0.1~postinstall: no script for postinstall, continuing
82340 silly postinstall colormin@1.1.2 F:\taoaixin\node_modules\.staging\colormin-a4552965
82341 info lifecycle colormin@1.1.2~postinstall: colormin@1.1.2
82342 silly lifecycle colormin@1.1.2~postinstall: no script for postinstall, continuing
82343 silly postinstall has-ansi@2.0.0 F:\taoaixin\node_modules\.staging\has-ansi-b293257e
82344 info lifecycle has-ansi@2.0.0~postinstall: has-ansi@2.0.0
82345 silly lifecycle has-ansi@2.0.0~postinstall: no script for postinstall, continuing
82346 silly postinstall has-color@0.1.7 F:\taoaixin\node_modules\.staging\has-color-7e6ba7b5
82347 info lifecycle has-color@0.1.7~postinstall: has-color@0.1.7
82348 silly lifecycle has-color@0.1.7~postinstall: no script for postinstall, continuing
82349 silly postinstall has-flag@1.0.0 F:\taoaixin\node_modules\.staging\has-flag-1ba901e4
82350 info lifecycle has-flag@1.0.0~postinstall: has-flag@1.0.0
82351 silly lifecycle has-flag@1.0.0~postinstall: no script for postinstall, continuing
82352 silly postinstall has-unicode@2.0.1 F:\taoaixin\node_modules\.staging\has-unicode-d164c0fe
82353 info lifecycle has-unicode@2.0.1~postinstall: has-unicode@2.0.1
82354 silly lifecycle has-unicode@2.0.1~postinstall: no script for postinstall, continuing
82355 silly postinstall hash-sum@1.0.2 F:\taoaixin\node_modules\.staging\hash-sum-86639b1a
82356 info lifecycle hash-sum@1.0.2~postinstall: hash-sum@1.0.2
82357 silly lifecycle hash-sum@1.0.2~postinstall: no script for postinstall, continuing
82358 silly postinstall he@1.1.0 F:\taoaixin\node_modules\.staging\he-ecfef976
82359 info lifecycle he@1.1.0~postinstall: he@1.1.0
82360 silly lifecycle he@1.1.0~postinstall: no script for postinstall, continuing
82361 silly postinstall hoek@2.16.3 F:\taoaixin\node_modules\.staging\hoek-e9445995
82362 info lifecycle hoek@2.16.3~postinstall: hoek@2.16.3
82363 silly lifecycle hoek@2.16.3~postinstall: no script for postinstall, continuing
82364 silly postinstall boom@2.10.1 F:\taoaixin\node_modules\.staging\boom-070d129c
82365 info lifecycle boom@2.10.1~postinstall: boom@2.10.1
82366 silly lifecycle boom@2.10.1~postinstall: no script for postinstall, continuing
82367 silly postinstall cryptiles@2.0.5 F:\taoaixin\node_modules\.staging\cryptiles-2b14094e
82368 info lifecycle cryptiles@2.0.5~postinstall: cryptiles@2.0.5
82369 silly lifecycle cryptiles@2.0.5~postinstall: no script for postinstall, continuing
82370 silly postinstall hosted-git-info@2.1.5 F:\taoaixin\node_modules\.staging\hosted-git-info-9eaad0aa
82371 info lifecycle hosted-git-info@2.1.5~postinstall: hosted-git-info@2.1.5
82372 silly lifecycle hosted-git-info@2.1.5~postinstall: no script for postinstall, continuing
82373 silly postinstall html-comment-regex@1.1.1 F:\taoaixin\node_modules\.staging\html-comment-regex-daacff0e
82374 info lifecycle html-comment-regex@1.1.1~postinstall: html-comment-regex@1.1.1
82375 silly lifecycle html-comment-regex@1.1.1~postinstall: no script for postinstall, continuing
82376 silly postinstall https-browserify@0.0.1 F:\taoaixin\node_modules\.staging\https-browserify-d20c4b1e
82377 info lifecycle https-browserify@0.0.1~postinstall: https-browserify@0.0.1
82378 silly lifecycle https-browserify@0.0.1~postinstall: no script for postinstall, continuing
82379 silly postinstall icss-replace-symbols@1.0.2 F:\taoaixin\node_modules\.staging\icss-replace-symbols-7e754046
82380 info lifecycle icss-replace-symbols@1.0.2~postinstall: icss-replace-symbols@1.0.2
82381 silly lifecycle icss-replace-symbols@1.0.2~postinstall: no script for postinstall, continuing
82382 silly postinstall ieee754@1.1.8 F:\taoaixin\node_modules\.staging\ieee754-4fb1a57e
82383 info lifecycle ieee754@1.1.8~postinstall: ieee754@1.1.8
82384 silly lifecycle ieee754@1.1.8~postinstall: no script for postinstall, continuing
82385 silly postinstall buffer@4.9.1 F:\taoaixin\node_modules\.staging\buffer-5ef500b7
82386 info lifecycle buffer@4.9.1~postinstall: buffer@4.9.1
82387 silly lifecycle buffer@4.9.1~postinstall: no script for postinstall, continuing
82388 silly postinstall image-size@0.5.0 F:\taoaixin\node_modules\.staging\image-size-71ffad9e
82389 info lifecycle image-size@0.5.0~postinstall: image-size@0.5.0
82390 silly lifecycle image-size@0.5.0~postinstall: no script for postinstall, continuing
82391 silly postinstall in-publish@2.0.0 F:\taoaixin\node_modules\.staging\in-publish-e16b8efc
82392 info lifecycle in-publish@2.0.0~postinstall: in-publish@2.0.0
82393 silly lifecycle in-publish@2.0.0~postinstall: no script for postinstall, continuing
82394 silly postinstall indexes-of@1.0.1 F:\taoaixin\node_modules\.staging\indexes-of-562a95fa
82395 info lifecycle indexes-of@1.0.1~postinstall: indexes-of@1.0.1
82396 silly lifecycle indexes-of@1.0.1~postinstall: no script for postinstall, continuing
82397 silly postinstall indexof@0.0.1 F:\taoaixin\node_modules\.staging\indexof-8c339a2a
82398 info lifecycle indexof@0.0.1~postinstall: indexof@0.0.1
82399 silly lifecycle indexof@0.0.1~postinstall: no script for postinstall, continuing
82400 silly postinstall indx@0.2.3 F:\taoaixin\node_modules\.staging\indx-c38b1f40
82401 info lifecycle indx@0.2.3~postinstall: indx@0.2.3
82402 silly lifecycle indx@0.2.3~postinstall: no script for postinstall, continuing
82403 silly postinstall inherits@2.0.3 F:\taoaixin\node_modules\.staging\inherits-33499eaa
82404 info lifecycle inherits@2.0.3~postinstall: inherits@2.0.3
82405 silly lifecycle inherits@2.0.3~postinstall: no script for postinstall, continuing
82406 silly postinstall block-stream@0.0.9 F:\taoaixin\node_modules\.staging\block-stream-b397b228
82407 info lifecycle block-stream@0.0.9~postinstall: block-stream@0.0.9
82408 silly lifecycle block-stream@0.0.9~postinstall: no script for postinstall, continuing
82409 silly postinstall cipher-base@1.0.3 F:\taoaixin\node_modules\.staging\cipher-base-eb713e0b
82410 info lifecycle cipher-base@1.0.3~postinstall: cipher-base@1.0.3
82411 silly lifecycle cipher-base@1.0.3~postinstall: no script for postinstall, continuing
82412 silly postinstall hash.js@1.0.3 F:\taoaixin\node_modules\.staging\hash.js-dceb34fe
82413 info lifecycle hash.js@1.0.3~postinstall: hash.js@1.0.3
82414 silly lifecycle hash.js@1.0.3~postinstall: no script for postinstall, continuing
82415 silly postinstall elliptic@6.3.2 F:\taoaixin\node_modules\.staging\elliptic-e2893540
82416 info lifecycle elliptic@6.3.2~postinstall: elliptic@6.3.2
82417 silly lifecycle elliptic@6.3.2~postinstall: no script for postinstall, continuing
82418 silly postinstall create-ecdh@4.0.0 F:\taoaixin\node_modules\.staging\create-ecdh-fad35781
82419 info lifecycle create-ecdh@4.0.0~postinstall: create-ecdh@4.0.0
82420 silly lifecycle create-ecdh@4.0.0~postinstall: no script for postinstall, continuing
82421 silly postinstall ini@1.3.4 F:\taoaixin\node_modules\.staging\ini-87aaafb9
82422 info lifecycle ini@1.3.4~postinstall: ini@1.3.4
82423 silly lifecycle ini@1.3.4~postinstall: no script for postinstall, continuing
82424 silly postinstall interpret@1.0.1 F:\taoaixin\node_modules\.staging\interpret-6ac6321c
82425 info lifecycle interpret@1.0.1~postinstall: interpret@1.0.1
82426 silly lifecycle interpret@1.0.1~postinstall: no script for postinstall, continuing
82427 silly postinstall invert-kv@1.0.0 F:\taoaixin\node_modules\.staging\invert-kv-c53c17e7
82428 info lifecycle invert-kv@1.0.0~postinstall: invert-kv@1.0.0
82429 silly lifecycle invert-kv@1.0.0~postinstall: no script for postinstall, continuing
82430 silly postinstall is@3.2.0 F:\taoaixin\node_modules\.staging\is-8ee96c4f
82431 info lifecycle is@3.2.0~postinstall: is@3.2.0
82432 silly lifecycle is@3.2.0~postinstall: no script for postinstall, continuing
82433 silly postinstall is-absolute-url@2.1.0 F:\taoaixin\node_modules\.staging\is-absolute-url-1a03d2be
82434 info lifecycle is-absolute-url@2.1.0~postinstall: is-absolute-url@2.1.0
82435 silly lifecycle is-absolute-url@2.1.0~postinstall: no script for postinstall, continuing
82436 silly postinstall is-arrayish@0.2.1 F:\taoaixin\node_modules\.staging\is-arrayish-ea55faef
82437 info lifecycle is-arrayish@0.2.1~postinstall: is-arrayish@0.2.1
82438 silly lifecycle is-arrayish@0.2.1~postinstall: no script for postinstall, continuing
82439 silly postinstall error-ex@1.3.0 F:\taoaixin\node_modules\.staging\error-ex-69d21ed9
82440 info lifecycle error-ex@1.3.0~postinstall: error-ex@1.3.0
82441 silly lifecycle error-ex@1.3.0~postinstall: no script for postinstall, continuing
82442 silly postinstall is-binary-path@1.0.1 F:\taoaixin\node_modules\.staging\is-binary-path-4d3f2498
82443 info lifecycle is-binary-path@1.0.1~postinstall: is-binary-path@1.0.1
82444 silly lifecycle is-binary-path@1.0.1~postinstall: no script for postinstall, continuing
82445 silly postinstall is-buffer@1.1.4 F:\taoaixin\node_modules\.staging\is-buffer-c71a7ad3
82446 info lifecycle is-buffer@1.1.4~postinstall: is-buffer@1.1.4
82447 silly lifecycle is-buffer@1.1.4~postinstall: no script for postinstall, continuing
82448 silly postinstall is-builtin-module@1.0.0 F:\taoaixin\node_modules\.staging\is-builtin-module-54c0c768
82449 info lifecycle is-builtin-module@1.0.0~postinstall: is-builtin-module@1.0.0
82450 silly lifecycle is-builtin-module@1.0.0~postinstall: no script for postinstall, continuing
82451 silly postinstall is-dotfile@1.0.2 F:\taoaixin\node_modules\.staging\is-dotfile-270fce5b
82452 info lifecycle is-dotfile@1.0.2~postinstall: is-dotfile@1.0.2
82453 silly lifecycle is-dotfile@1.0.2~postinstall: no script for postinstall, continuing
82454 silly postinstall is-extendable@0.1.1 F:\taoaixin\node_modules\.staging\is-extendable-8cddb97b
82455 info lifecycle is-extendable@0.1.1~postinstall: is-extendable@0.1.1
82456 silly lifecycle is-extendable@0.1.1~postinstall: no script for postinstall, continuing
82457 silly postinstall is-extglob@1.0.0 F:\taoaixin\node_modules\.staging\is-extglob-c93762e6
82458 info lifecycle is-extglob@1.0.0~postinstall: is-extglob@1.0.0
82459 silly lifecycle is-extglob@1.0.0~postinstall: no script for postinstall, continuing
82460 silly postinstall extglob@0.3.2 F:\taoaixin\node_modules\.staging\extglob-e1f0b1ed
82461 info lifecycle extglob@0.3.2~postinstall: extglob@0.3.2
82462 silly lifecycle extglob@0.3.2~postinstall: no script for postinstall, continuing
82463 silly postinstall is-glob@2.0.1 F:\taoaixin\node_modules\.staging\is-glob-1711101a
82464 info lifecycle is-glob@2.0.1~postinstall: is-glob@2.0.1
82465 silly lifecycle is-glob@2.0.1~postinstall: no script for postinstall, continuing
82466 silly postinstall glob-parent@2.0.0 F:\taoaixin\node_modules\.staging\glob-parent-6b22e917
82467 info lifecycle glob-parent@2.0.0~postinstall: glob-parent@2.0.0
82468 silly lifecycle glob-parent@2.0.0~postinstall: no script for postinstall, continuing
82469 silly postinstall glob-base@0.3.0 F:\taoaixin\node_modules\.staging\glob-base-8d82b598
82470 info lifecycle glob-base@0.3.0~postinstall: glob-base@0.3.0
82471 silly lifecycle glob-base@0.3.0~postinstall: no script for postinstall, continuing
82472 silly postinstall is-path-cwd@1.0.0 F:\taoaixin\node_modules\.staging\is-path-cwd-eff397c6
82473 info lifecycle is-path-cwd@1.0.0~postinstall: is-path-cwd@1.0.0
82474 silly lifecycle is-path-cwd@1.0.0~postinstall: no script for postinstall, continuing
82475 silly postinstall is-plain-obj@1.1.0 F:\taoaixin\node_modules\.staging\is-plain-obj-22283ea5
82476 info lifecycle is-plain-obj@1.1.0~postinstall: is-plain-obj@1.1.0
82477 silly lifecycle is-plain-obj@1.1.0~postinstall: no script for postinstall, continuing
82478 silly postinstall is-posix-bracket@0.1.1 F:\taoaixin\node_modules\.staging\is-posix-bracket-192d252e
82479 info lifecycle is-posix-bracket@0.1.1~postinstall: is-posix-bracket@0.1.1
82480 silly lifecycle is-posix-bracket@0.1.1~postinstall: no script for postinstall, continuing
82481 silly postinstall expand-brackets@0.1.5 F:\taoaixin\node_modules\.staging\expand-brackets-9b1c4835
82482 info lifecycle expand-brackets@0.1.5~postinstall: expand-brackets@0.1.5
82483 silly lifecycle expand-brackets@0.1.5~postinstall: no script for postinstall, continuing
82484 silly postinstall is-primitive@2.0.0 F:\taoaixin\node_modules\.staging\is-primitive-f6b4cfc2
82485 info lifecycle is-primitive@2.0.0~postinstall: is-primitive@2.0.0
82486 silly lifecycle is-primitive@2.0.0~postinstall: no script for postinstall, continuing
82487 silly postinstall is-equal-shallow@0.1.3 F:\taoaixin\node_modules\.staging\is-equal-shallow-fbf68343
82488 info lifecycle is-equal-shallow@0.1.3~postinstall: is-equal-shallow@0.1.3
82489 silly lifecycle is-equal-shallow@0.1.3~postinstall: no script for postinstall, continuing
82490 silly postinstall is-property@1.0.2 F:\taoaixin\node_modules\.staging\is-property-87cb818c
82491 info lifecycle is-property@1.0.2~postinstall: is-property@1.0.2
82492 silly lifecycle is-property@1.0.2~postinstall: no script for postinstall, continuing
82493 silly postinstall generate-object-property@1.2.0 F:\taoaixin\node_modules\.staging\generate-object-property-af704bff
82494 info lifecycle generate-object-property@1.2.0~postinstall: generate-object-property@1.2.0
82495 silly lifecycle generate-object-property@1.2.0~postinstall: no script for postinstall, continuing
82496 silly postinstall is-stream@1.1.0 F:\taoaixin\node_modules\.staging\is-stream-1a40528c
82497 info lifecycle is-stream@1.1.0~postinstall: is-stream@1.1.0
82498 silly lifecycle is-stream@1.1.0~postinstall: no script for postinstall, continuing
82499 silly postinstall is-svg@2.1.0 F:\taoaixin\node_modules\.staging\is-svg-10d95b22
82500 info lifecycle is-svg@2.1.0~postinstall: is-svg@2.1.0
82501 silly lifecycle is-svg@2.1.0~postinstall: no script for postinstall, continuing
82502 silly postinstall is-typedarray@1.0.0 F:\taoaixin\node_modules\.staging\is-typedarray-895a6d94
82503 info lifecycle is-typedarray@1.0.0~postinstall: is-typedarray@1.0.0
82504 silly lifecycle is-typedarray@1.0.0~postinstall: no script for postinstall, continuing
82505 silly postinstall is-utf8@0.2.1 F:\taoaixin\node_modules\.staging\is-utf8-d503777f
82506 info lifecycle is-utf8@0.2.1~postinstall: is-utf8@0.2.1
82507 silly lifecycle is-utf8@0.2.1~postinstall: no script for postinstall, continuing
82508 silly postinstall is-windows@0.2.0 F:\taoaixin\node_modules\.staging\is-windows-55276062
82509 info lifecycle is-windows@0.2.0~postinstall: is-windows@0.2.0
82510 silly lifecycle is-windows@0.2.0~postinstall: no script for postinstall, continuing
82511 silly postinstall isarray@0.0.1 F:\taoaixin\node_modules\.staging\isarray-589f813a
82512 info lifecycle isarray@0.0.1~postinstall: isarray@0.0.1
82513 silly lifecycle isarray@0.0.1~postinstall: no script for postinstall, continuing
82514 silly postinstall isexe@1.1.2 F:\taoaixin\node_modules\.staging\isexe-d1c053f9
82515 info lifecycle isexe@1.1.2~postinstall: isexe@1.1.2
82516 silly lifecycle isexe@1.1.2~postinstall: no script for postinstall, continuing
82517 silly postinstall isarray@1.0.0 F:\taoaixin\node_modules\.staging\isarray-13ca6108
82518 info lifecycle isarray@1.0.0~postinstall: isarray@1.0.0
82519 silly lifecycle isarray@1.0.0~postinstall: no script for postinstall, continuing
82520 silly postinstall isobject@2.1.0 F:\taoaixin\node_modules\.staging\isobject-3e8247a5
82521 info lifecycle isobject@2.1.0~postinstall: isobject@2.1.0
82522 silly lifecycle isobject@2.1.0~postinstall: no script for postinstall, continuing
82523 silly postinstall isstream@0.1.2 F:\taoaixin\node_modules\.staging\isstream-6d480d2f
82524 info lifecycle isstream@0.1.2~postinstall: isstream@0.1.2
82525 silly lifecycle isstream@0.1.2~postinstall: no script for postinstall, continuing
82526 silly postinstall js-base64@2.1.9 F:\taoaixin\node_modules\.staging\js-base64-9b590e49
82527 info lifecycle js-base64@2.1.9~postinstall: js-base64@2.1.9
82528 silly lifecycle js-base64@2.1.9~postinstall: no script for postinstall, continuing
82529 silly postinstall esprima@2.7.3 F:\taoaixin\node_modules\.staging\esprima-fcdfae3f
82530 info lifecycle esprima@2.7.3~postinstall: esprima@2.7.3
82531 silly lifecycle esprima@2.7.3~postinstall: no script for postinstall, continuing
82532 silly postinstall jsbn@0.1.0 F:\taoaixin\node_modules\.staging\jsbn-0a306b87
82533 info lifecycle jsbn@0.1.0~postinstall: jsbn@0.1.0
82534 silly lifecycle jsbn@0.1.0~postinstall: no script for postinstall, continuing
82535 silly postinstall ecc-jsbn@0.1.1 F:\taoaixin\node_modules\.staging\ecc-jsbn-7bad8b4d
82536 info lifecycle ecc-jsbn@0.1.1~postinstall: ecc-jsbn@0.1.1
82537 silly lifecycle ecc-jsbn@0.1.1~postinstall: no script for postinstall, continuing
82538 silly postinstall jodid25519@1.0.2 F:\taoaixin\node_modules\.staging\jodid25519-cbfd3248
82539 info lifecycle jodid25519@1.0.2~postinstall: jodid25519@1.0.2
82540 silly lifecycle jodid25519@1.0.2~postinstall: no script for postinstall, continuing
82541 silly postinstall jsesc@0.5.0 F:\taoaixin\node_modules\.staging\jsesc-8ae6e113
82542 info lifecycle jsesc@0.5.0~postinstall: jsesc@0.5.0
82543 silly lifecycle jsesc@0.5.0~postinstall: no script for postinstall, continuing
82544 silly postinstall json-schema@0.2.3 F:\taoaixin\node_modules\.staging\json-schema-14c7b9c0
